question_id,source,company,section,topic,difficulty,question,option_a,option_b,option_c,option_d,correct_answer
6880,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of units sold of X to Y?,All of these,Cannot be determined,None of these,5 : 4,D
6881,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How much more revenue did Z generate than X?,All of these,Cannot be determined,$2000,None of these,C
6882,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What percentage of total revenue comes from Y?,None of these,All of these,Cannot be determined,35.06%,D
6883,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total discount amount given on X and Y?,None of these,"$1600 **Caselet 2: A School’s Exam Results** - Class A: 50 students, 60% passed, average score 70 - Class B: 40 students, 75% passed, average score 65 - Class C: 30 students, 80% passed, average score 80",All of these,Cannot be determined,B
6884,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How many students passed in Class A?,None of these,All of these,Cannot be determined,30 students,D
6885,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total score of all students in Class B?,All of these,None of these,Cannot be determined,2600,D
6886,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,Which class had the highest pass percentage?,Class C,None of these,All of these,Cannot be determined,A
6887,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How many students failed in Class C?,Cannot be determined,None of these,All of these,6 students,D
6888,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total number of students who passed across all classes?,All of these,None of these,Cannot be determined,84 students,D
6889,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the average score of all students across the three classes?,None of these,Cannot be determined,70.83,All of these,C
6890,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the ratio of passed students in Class A to Class B?,All of these,None of these,1 : 1,Cannot be determined,C
6891,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,How much higher is Class C’s average score than Class B’s?,15,All of these,None of these,Cannot be determined,A
6892,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What percentage of total students passed?,70%,None of these,All of these,Cannot be determined,A
6893,CSE-Aptitude-Test-Practice-Hub,General,Data Interpretation,General,Medium,What is the total score of passed students in Class C?,All of these,1920,Cannot be determined,None of these,B
6894,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"What is the output of this C code: `int x = 5; int *p = &x; *p += 2; printf(""%d %d"", x, *p);`?",None of these,Cannot be determined,All of these,7 7,D
6895,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `x = [[0]*2]*3; x[0][0] = 1; print(x)`?",None of these,Cannot be determined,"[[1, 0], [1, 0], [1, 0]]",All of these,C
6896,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Java, what is the output of: `String s1 = new String(""test""); String s2 = new String(""test""); System.out.println(s1 == s2);`?",None of these,All of these,false,Cannot be determined,C
6897,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C++, what is the output of: `int x = 10; auto f = [&x]() { x += 5; return x; }; cout << f() << "" "" << x;`?",15 15,None of these,All of these,Cannot be determined,A
6898,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `def f(x=[]): x.append(1); return x; print(f(), f())`?",Cannot be determined,None of these,"[1] [1, 1]",All of these,C
6899,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C, what is the output of: `int x = 5; void *p = &x; printf(""%d"", *(int*)p);`?",All of these,5,Cannot be determined,None of these,B
6900,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Java, what is the output of: `Integer a = 127; Integer b = 127; System.out.println(a == b);`?",true,Cannot be determined,All of these,None of these,A
6901,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `x = {1: [1], 2: [2]}; y = x.copy(); y[1].append(3); print(x[1])`?",All of these,None of these,Cannot be determined,"[1, 3]",D
6902,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C++, what is the output of: `int arr[] = {1, 2, 3}; int *p = arr; cout << *(p + 1) * *(p + 2);`?",6,None of these,Cannot be determined,All of these,A
6903,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C, what is the output of: `union U { int x; char c; } u; u.x = 258; printf(""%d"", u.c);`?",None of these,2,Cannot be determined,All of these,B
6904,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `from functools import reduce; print(reduce(lambda x, y: x + y, [1, 2, 3], 0))`?",Cannot be determined,None of these,6,All of these,C
6905,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Java, what is the output of: `try { throw new Exception(""Error""); } catch (Exception e) { System.out.println(""Caught""); } finally { System.out.println(""Finally""); }`?",Caught Finally,Cannot be determined,All of these,None of these,A
6906,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C++, what is the output of: `vector<int> v = {1, 2, 3}; transform(v.begin(), v.end(), v.begin(), [](int x) { return x * x; }); cout << v[1];`?",All of these,None of these,Cannot be determined,4,D
6907,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `x = [1, 2, 3]; y = iter(x); next(y); print(next(y))`?",All of these,None of these,2,Cannot be determined,C
6908,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C, what is the output of: `int x = 5; int y = x++ + ++x; printf(""%d %d"", x, y);`?",None of these,All of these,7 12 (compiler-dependent),Cannot be determined,C
6909,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Java, what is the output of: `List<Integer> list = Arrays.asList(1, 2, 3); list.replaceAll(x -> x + 1); System.out.println(list);`?",All of these,Cannot be determined,None of these,"[2, 3, 4]",D
6910,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `import copy; x = [[1], [2]]; y = copy.deepcopy(x); y[0].append(3); print(x)`?","[[1], [2]]",Cannot be determined,None of these,All of these,A
6911,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C++, what is the output of: `int x = 5; function<int(int)> f = [&](int a) { x += a; return x; }; cout << f(3);`?",None of these,8,Cannot be determined,All of these,B
6912,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In C, what is the output of: `struct S { int x; char c; } s = {10, 'A'}; printf(""%d %c"", s.x, s.c);`?",All of these,None of these,Cannot be determined,10 A,D
6913,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `x = [1, 2, 3]; print(list(filter(lambda x: x % 2 == 1, x)))`?",Cannot be determined,"[1, 3] ## Data Structures (21–40)",All of these,None of these,B
6914,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of finding the lowest common ancestor (LCA) in a binary search tree with n nodes?,All of these,O(log n) (balanced),Cannot be determined,None of these,B
6915,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of this AVL tree insertion (simplified): `class Node: def __init__(self, val): self.val = val; self.left = self.right = None; root = Node(10); root.left = Node(5); root.right = Node(15); root.right.right = Node(20); print(root.right.right.val)`?",All of these,20,None of these,Cannot be determined,B
6916,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of building a binary heap from an array of n elements?,None of these,Cannot be determined,O(n),All of these,C
6917,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In a graph with V vertices and E edges, what is the time complexity of detecting a cycle using DFS?",O(V + E),Cannot be determined,All of these,None of these,A
6918,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `from collections import defaultdict; d = defaultdict(list); d[1].append(2); d[1].append(3); print(d)`?",All of these,Cannot be determined,"defaultdict(<class 'list'>, {1: [2, 3]})",None of these,C
6919,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of finding the shortest path in an unweighted graph using BFS?,None of these,All of these,Cannot be determined,O(V + E),D
6920,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In a trie with n words of average length k, what is the time complexity to search for a word?",Cannot be determined,None of these,O(k),All of these,C
6921,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `class Node: def __init__(self, val): self.val = val; self.next = None; head = Node(1); head.next = Node(2); head.next.next = Node(3); print(head.next.next.val)`?",3,Cannot be determined,All of these,None of these,A
6922,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of Kruskal’s algorithm for minimum spanning tree with V vertices and E edges?,O(E log V),All of these,Cannot be determined,None of these,A
6923,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In a segment tree for range sum queries with n elements, what is the time complexity of a query?",Cannot be determined,None of these,All of these,O(log n),D
6924,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `from heapq import heappush, heappop; h = []; heappush(h, 3); heappush(h, 1); heappush(h, 2); print(heappop(h))`?",All of these,Cannot be determined,None of these,1,D
6925,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of deleting a node from a red-black tree with n nodes?,O(log n),All of these,None of these,Cannot be determined,A
6926,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In a weighted graph, what is the time complexity of Bellman-Ford algorithm for single-source shortest paths?",O(V * E),None of these,All of these,Cannot be determined,A
6927,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `from collections import deque; g = {1: [2, 3], 2: [4], 3: [4], 4: []}; q = deque([1]); visited = {1}; while q: n = q.popleft(); for nei in g[n]: if nei not in visited: visited.add(nei); q.append(nei); print(len(visited))`?",4,All of these,Cannot be determined,None of these,A
6928,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the space complexity of storing a sparse graph with V vertices and E edges?,None of these,Cannot be determined,O(V + E),All of these,C
6929,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In a B-tree of order m with n keys, what is the time complexity of searching a key?",All of these,Cannot be determined,O(log n),None of these,C
6930,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `x = [(1, 'a'), (2, 'b'), (1, 'c')]; x.sort(); print(x)`?",None of these,All of these,Cannot be determined,"[(1, 'a'), (1, 'c'), (2, 'b')]",D
6931,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of finding strongly connected components using Kosaraju’s algorithm?,All of these,None of these,Cannot be determined,O(V + E),D
6932,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In a suffix tree for a string of length n, what is the time complexity to check if a substring exists?",All of these,Cannot be determined,O(m),None of these,C
6933,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,"In Python, what is the output of: `from collections import OrderedDict; d = OrderedDict([(1, 'a'), (2, 'b')]); d.move_to_end(1); print(list(d.keys()))`?",Cannot be determined,"[2, 1] ## Algorithms (41–60)",All of these,None of these,B
6934,CSE-Aptitude-Test-Practice-Hub,General,Technical Aptitude,General,Easy,What is the time complexity of the knapsack problem (0/1) using dynamic programming for n items and capacity W?,O(n * W),All of these,Cannot be determined,None of these,A
